Gene,_SCORE_GRP1_,_SCORE_GRP4_,_SCORE_GRP5_,_SCORE_GRP3_,_SCORE_GRP2_,_SCORE_GRP6_,GRP1|19_GO:0055074|-5.389|calcium ion homeostasis,GRP1|19_GO:0006874|-5.446|cellular calcium ion homeostasis,GRP1|19_GO:0072503|-5.272|cellular divalent inorganic cation homeostasis,GRP1|19_GO:0072507|-5.190|divalent inorganic cation homeostasis,GRP1|19_GO:0006875|-4.903|cellular metal ion homeostasis,GRP1|19_GO:0055065|-4.656|metal ion homeostasis,GRP1|19_GO:0030003|-4.630|cellular cation homeostasis,GRP1|19_GO:0006873|-4.589|cellular ion homeostasis,GRP1|19_GO:0055080|-4.404|cation homeostasis,GRP1|19_GO:0098771|-4.376|inorganic ion homeostasis,GRP1|19_GO:0043408|-7.104|regulation of MAPK cascade,GRP1|19_GO:0070371|-7.767|ERK1 and ERK2 cascade,GRP1|19_GO:0070372|-7.930|regulation of ERK1 and ERK2 cascade,GRP1|19_GO:0043410|-6.462|positive regulation of MAPK cascade,GRP1|19_GO:0043547|-5.605|positive regulation of GTPase activity,GRP1|19_GO:0070374|-7.004|positive regulation of ERK1 and ERK2 cascade,GRP1|19_GO:0043087|-5.272|regulation of GTPase activity,GRP1|19_GO:0051345|-4.251|positive regulation of hydrolase activity,GRP1|19_GO:0034612|-7.815|response to tumor necrosis factor,GRP1|19_GO:0071356|-8.016|cellular response to tumor necrosis factor,GRP1|24_hsa04060|-6.085|Cytokine-cytokine receptor interaction,GRP1|24_ko04060|-6.503|Cytokine-cytokine receptor interaction,GRP1|11_M5885|-4.340|NABA MATRISOME ASSOCIATED,GRP1|11_M5883|-5.990|NABA SECRETED FACTORS,GRP1|19_GO:1990266|-8.191|neutrophil migration,GRP1|19_GO:0071674|-8.800|mononuclear cell migration,GRP1|19_GO:0097530|-7.790|granulocyte migration,GRP1|19_GO:0097529|-6.944|myeloid leukocyte migration,GRP1|19_GO:0050900|-5.144|leukocyte migration,GRP1|19_GO:0034341|-7.183|response to interferon-gamma,GRP1|19_GO:0071346|-7.415|cellular response to interferon-gamma,GRP1|19_GO:0002548|-7.229|monocyte chemotaxis,GRP1|19_GO:0048247|-7.362|lymphocyte chemotaxis,GRP1|19_GO:0070098|-6.801|chemokine-mediated signaling pathway,GRP1|19_GO:1990868|-6.631|response to chemokine,GRP1|19_GO:1990869|-6.631|cellular response to chemokine,GRP1|19_GO:0030593|-6.526|neutrophil chemotaxis,GRP1|19_GO:0072676|-6.288|lymphocyte migration,GRP1|19_GO:0071621|-6.202|granulocyte chemotaxis,GRP1|19_GO:0071347|-5.556|cellular response to interleukin-1,GRP1|24_ko04062|-5.537|Chemokine signaling pathway,GRP1|24_hsa04062|-5.358|Chemokine signaling pathway,GRP1|19_GO:0070555|-5.324|response to interleukin-1,GRP1|19_GO:0030595|-5.157|leukocyte chemotaxis,GRP1|19_GO:0060326|-4.642|cell chemotaxis,GRP1|19_GO:0006935|-3.401|chemotaxis,GRP1|19_GO:0042330|-3.395|taxis,GRP2|19_GO:0033674|-3.506|positive regulation of kinase activity,GRP2|19_GO:0045860|-3.720|positive regulation of protein kinase activity,GRP2|19_GO:0051347|-3.306|positive regulation of transferase activity,GRP2|19_GO:0060759|-3.805|regulation of response to cytokine stimulus,GRP2|19_GO:0001959|-3.889|regulation of cytokine-mediated signaling pathway,GRP2|19_GO:0022407|-2.741|regulation of cell-cell adhesion,GRP2|19_GO:0030155|-2.114|regulation of cell adhesion,GRP2|19_GO:0001817|-2.019|regulation of cytokine production,GRP2|19_GO:0050730|-4.912|regulation of peptidyl-tyrosine phosphorylation,GRP2|19_GO:0050731|-5.436|positive regulation of peptidyl-tyrosine phosphorylation,GRP2|19_GO:0018108|-4.303|peptidyl-tyrosine phosphorylation,GRP2|19_GO:0018212|-4.289|peptidyl-tyrosine modification,GRP2|19_GO:0007159|-2.967|leukocyte cell-cell adhesion,GRP2|19_GO:0032835|-5.231|glomerulus development,GRP2|19_GO:0072010|-6.518|glomerular epithelium development,GRP2|19_GO:0072009|-4.551|nephron epithelium development,GRP2|19_GO:0072073|-4.277|kidney epithelium development,GRP2|19_GO:0072006|-4.200|nephron development,GRP2|19_GO:0001822|-3.300|kidney development,GRP2|19_GO:0072001|-3.264|renal system development,GRP2|19_GO:0001655|-3.132|urogenital system development,GRP2|19_GO:0030855|-2.040|epithelial cell differentiation,GRP2|19_GO:0036293|-2.988|response to decreased oxygen levels,GRP2|19_GO:0001666|-3.030|response to hypoxia,GRP2|19_GO:0070482|-2.904|response to oxygen levels,GRP2|19_GO:0098742|-3.327|cell-cell adhesion via plasma-membrane adhesion molecules,GRP3|19_GO:0046879|-4.631|hormone secretion,GRP3|19_GO:0046883|-4.880|regulation of hormone secretion,GRP3|19_GO:0009914|-4.561|hormone transport,GRP3|19_GO:0023061|-4.018|signal release,GRP3|19_GO:0010817|-3.698|regulation of hormone levels,GRP3|19_GO:1903530|-3.617|regulation of secretion by cell,GRP3|19_GO:0051046|-3.455|regulation of secretion,GRP3|19_GO:0048659|-4.003|smooth muscle cell proliferation,GRP3|19_GO:0048660|-4.019|regulation of smooth muscle cell proliferation,GRP3|19_GO:0033002|-3.599|muscle cell proliferation,GRP3|19_GO:0009306|-2.954|protein secretion,GRP3|19_GO:0030072|-3.463|peptide hormone secretion,GRP3|19_GO:0010959|-2.924|regulation of metal ion transport,GRP3|19_GO:0002790|-2.844|peptide secretion,GRP3|19_GO:0043269|-2.178|regulation of ion transport,GRP3|19_GO:0008285|-2.084|negative regulation of cell proliferation,GRP3|19_GO:0051051|-2.713|negative regulation of transport,GRP3|6_R-HSA-500792|-3.934|GPCR ligand binding,GRP3|24_hsa04080|-2.944|Neuroactive ligand-receptor interaction,GRP3|19_GO:0019233|-4.640|sensory perception of pain,GRP3|19_GO:0007610|-2.477|behavior,GRP3|19_GO:0009636|-3.800|response to toxic substance,GRP3|19_GO:0071407|-3.847|cellular response to organic cyclic compound,GRP3|19_GO:0090087|-2.448|regulation of peptide transport,GRP3|19_GO:0050727|-2.515|regulation of inflammatory response,GRP3|19_GO:0097305|-3.532|response to alcohol,GRP3|19_GO:0045471|-4.317|response to ethanol,GRP3|19_GO:0046677|-3.168|response to antibiotic,GRP3|19_GO:0031667|-2.605|response to nutrient levels,GRP3|19_GO:0009991|-2.544|response to extracellular stimulus,GRP3|19_GO:0007268|-2.199|chemical synaptic transmission,GRP3|19_GO:0098916|-2.199|anterograde trans-synaptic signaling,GRP3|19_GO:0099537|-2.187|trans-synaptic signaling,GRP3|19_GO:0099536|-2.171|synaptic signaling,GRP4|27_WP4754|-4.842|IL-18 signaling pathway,GRP5|19_GO:0009617|-4.404|response to bacterium,GRP5|19_GO:0002237|-4.439|response to molecule of bacterial origin,GRP5|19_GO:0071396|-3.617|cellular response to lipid,GRP5|19_GO:0032496|-3.112|response to lipopolysaccharide,GRP6|19_GO:0043900|-2.746|regulation of multi-organism process,GRP6|19_GO:0043902|-3.752|positive regulation of multi-organism process,GRP6|6_R-HSA-1280215|-2.159|Cytokine Signaling in Immune system,_SORT_,_SORT_GRP1_,_SORT_GRP2_,_SORT_GRP3_,_SORT_GRP4_,_SORT_GRP5_,_SORT_GRP6_
5175,0.10638297872340426,0.0,0.0,0.0,0.5769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.1,0.3,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,7,3,0,0,0,0
6362,0.7872340425531915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0,0,2,0,0
6358,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,0,0,0,0,0
4360,0.0425531914893617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.0,7,11,0,0,0,2,0
653275,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,10,0,0,0,0,0
6352,1.0,1.0,1.0,0.5882352941176471,0.46153846153846156,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.0,0.3,0.3,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.2,0.2,0.1,0.2,0.1,1,1,4,5,1,1,2
5179,0.0,0.0,1.0,0.4411764705882353,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.1,0.2,0.2,0.0,0.0,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.0,6,0,6,3,0,3,0
8771,0.0851063829787234,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,14,9,0,0,0,0,4
6359,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0,0,0,0,0
2208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,12,0,0,0,0,0,1
