ENSG00000101280 ANGPT4
ENSG00000101282 RSPO4
ENSG00000101292 PROKR2
ENSG00000101327 PDYN
ENSG00000101335 MYL9
ENSG00000101384 JAG1
ENSG00000101405 OXT
ENSG00000101440 ASIP
ENSG00000101680 LAMA1
ENSG00000101981 F9
ENSG00000102174 PHEX
ENSG00000102239 BRS3
ENSG00000102245 CD40LG
ENSG00000102265 TIMP1
ENSG00000102524 TNFSF13B
ENSG00000102539 MLNR
ENSG00000102678 FGF9
ENSG00000102755 FLT1
ENSG00000102962 CCL22
ENSG00000102970 CCL17
ENSG00000103522 IL21R
ENSG00000104290 FZD3
ENSG00000104332 SFRP1
ENSG00000104368 PLAT
ENSG00000104371 DKK4
ENSG00000104415 CCN4
ENSG00000104432 IL7
ENSG00000104689 TNFRSF10A
ENSG00000104755 ADAM2
ENSG00000104760 FGL1
ENSG00000104826 LHB
ENSG00000104827 CGB3
ENSG00000104899 AMH
ENSG00000104921 FCER2
ENSG00000104938 CLEC4M
ENSG00000104972 LILRB1
ENSG00000104998 IL27RA
ENSG00000105220 GPI
ENSG00000105246 EBI3
ENSG00000105329 TGFB1
ENSG00000105369 CD79A
ENSG00000105371 ICAM4
ENSG00000105372 RPS19
ENSG00000105376 ICAM5
ENSG00000105383 CD33
ENSG00000105388 CEACAM5
ENSG00000105409 ATP1A3
ENSG00000105426 PTPRS
ENSG00000105464 GRIN2D
ENSG00000105472 CLEC11A
ENSG00000105501 SIGLEC5
ENSG00000105550 FGF21
ENSG00000105664 COMP
ENSG00000105695 MAG
ENSG00000105699 LSR
ENSG00000105835 NAMPT
ENSG00000105855 ITGB8
ENSG00000105894 PTN
ENSG00000105954 NPVF
ENSG00000105974 CAV1
ENSG00000105976 MET
ENSG00000105989 WNT2
ENSG00000106018 VIPR2
ENSG00000106089 STX1A
ENSG00000106113 CRHR2
ENSG00000106123 EPHB6
ENSG00000106128 GHRHR
ENSG00000106178 CCL24
ENSG00000106278 PTPRZ1
ENSG00000106327 TFR2
ENSG00000106366 SERPINE1
ENSG00000106538 RARRES2
ENSG00000106541 AGR2
ENSG00000106799 TGFBR1
ENSG00000106804 C5
ENSG00000106952 TNFSF8
ENSG00000106991 ENG
ENSG00000107014 RLN2
ENSG00000107018 RLN1
ENSG00000107020 PLGRKT
ENSG00000107562 CXCL12
ENSG00000107731 UNC5B
ENSG00000107738 VSIR
ENSG00000107779 BMPR1A
ENSG00000107831 FGF8
ENSG00000107984 DKK1
ENSG00000108231 LGI1
ENSG00000108342 CSF3
ENSG00000108375 RNF43
ENSG00000108379 WNT3
ENSG00000108622 ICAM2
ENSG00000108679 LGALS3BP
ENSG00000108688 CCL7
ENSG00000108691 CCL2
ENSG00000108700 CCL8
ENSG00000108702 CCL1
ENSG00000108797 CNTNAP1
ENSG00000108821 COL1A1
ENSG00000108849 PPY
ENSG00000108947 EFNB3
ENSG00000109072 VTN
ENSG00000109163 GNRHR
ENSG00000109255 NMU
ENSG00000109272 PF4V1
ENSG00000109321 AREG
ENSG00000109471 IL2
ENSG00000109943 CRTAM
ENSG00000110076 NRXN2
ENSG00000110148 CCKBR
ENSG00000110324 IL10RA
ENSG00000110400 NECTIN1
ENSG00000110448 CD5
ENSG00000110492 MDK
ENSG00000110651 CD81
ENSG00000110680 CALCA
ENSG00000110799 VWF
ENSG00000110848 CD69
ENSG00000110852 CLEC2B
ENSG00000110876 SELPLG
ENSG00000110944 IL23A
ENSG00000110955 ATP5F1B
ENSG00000111186 WNT5B
ENSG00000111241 FGF6
ENSG00000111321 LTBR
ENSG00000111432 FZD10
ENSG00000111536 IL26
ENSG00000111537 IFNG
ENSG00000111796 KLRB1
ENSG00000111981 ULBP1
ENSG00000112038 OPRM1
ENSG00000112115 IL17A
ENSG00000112116 IL17F
ENSG00000112164 GLP1R
ENSG00000112175 BMP5
ENSG00000112280 COL9A1
ENSG00000112486 CCR6
ENSG00000112655 PTK7
ENSG00000112715 VEGFA
ENSG00000112769 LAMA4
ENSG00000112799 LY86
ENSG00000112902 SEMA5A
ENSG00000112964 GHR
ENSG00000113070 HBEGF
ENSG00000113249 HAVCR1
ENSG00000113302 IL12B
ENSG00000113389 NPR3
ENSG00000113494 PRLR
ENSG00000113520 IL4
ENSG00000113525 IL5
ENSG00000113578 FGF1
ENSG00000113594 LIFR
ENSG00000113721 PDGFRB
ENSG00000113763 UNC5A
ENSG00000113889 KNG1
ENSG00000113905 HRG
ENSG00000114013 CD86
ENSG00000114251 WNT5A
ENSG00000114353 GNAI2
ENSG00000114455 HHLA2
ENSG00000114554 PLXNA1
ENSG00000114631 PODXL2
ENSG00000114698 PLSCR4
ENSG00000114739 ACVR2B
ENSG00000114812 VIPR1
ENSG00000114948 ADAM23
ENSG00000115008 IL1A
ENSG00000115009 CCL20
ENSG00000115138 POMC
ENSG00000115170 ACVR1
ENSG00000115221 ITGB6
ENSG00000115232 ITGA4
ENSG00000115263 GCG
ENSG00000115310 RTN4
ENSG00000115353 TACR1
ENSG00000115380 EFEMP1
ENSG00000115414 FN1
ENSG00000115590 IL1R2
ENSG00000115594 IL1R1
ENSG00000115596 WNT6
ENSG00000115598 IL1RL2
ENSG00000115602 IL1RL1
ENSG00000115604 IL18R1
ENSG00000115607 IL18RAP
ENSG00000115718 PROC
ENSG00000115884 SDC1
ENSG00000116014 KISS1R
ENSG00000116106 EPHA4
ENSG00000116194 ANGPTL1
ENSG00000116329 OPRD1
ENSG00000116678 LEPR
ENSG00000116690 PRG4
ENSG00000116815 CD58
ENSG00000116824 CD2
ENSG00000116962 NID1
ENSG00000117090 SLAMF1
ENSG00000117091 CD48
ENSG00000117281 CD160
ENSG00000117322 CR2
ENSG00000117335 CD46
ENSG00000117400 MPL
ENSG00000117407 ARTN
ENSG00000117425 PTCH2
ENSG00000117472 TSPAN1
ENSG00000117525 F3
ENSG00000117560 FASLG
ENSG00000117586 TNFSF4
ENSG00000117601 SERPINC1
ENSG00000118257 NRP2
ENSG00000118432 CNR1
ENSG00000118523 CCN2
ENSG00000118596 SLC16A7
ENSG00000118702 GHRH
ENSG00000118785 SPP1
ENSG00000118972 FGF23
ENSG00000119535 CSF3R
ENSG00000119630 PGF
ENSG00000119699 TGFB3
ENSG00000119737 GPR75
ENSG00000119888 EPCAM
ENSG00000119973 PRLHR
ENSG00000120088 CRHR1
ENSG00000120156 TEK
ENSG00000120217 CD274
ENSG00000120235 IFNA6
ENSG00000120242 IFNA8
ENSG00000120256 LRP11
ENSG00000120337 TNFSF18
ENSG00000120594 PLXDC2
ENSG00000120659 TNFSF11
ENSG00000120889 TNFRSF10B
ENSG00000120937 NPPB
ENSG00000120949 TNFRSF8
ENSG00000121351 IAPP
ENSG00000121594 CD80
ENSG00000121716 PILRB
ENSG00000121764 HCRTR1
ENSG00000121797 CCRL2
ENSG00000121807 CCR2
ENSG00000121853 GHSR
ENSG00000121858 TNFSF10
ENSG00000121871 SLITRK3
ENSG00000121966 CXCR4
ENSG00000121989 ACVR2A
ENSG00000122025 FLT3
ENSG00000122194 PLG
ENSG00000122223 CD244
ENSG00000122224 LY9
ENSG00000122584 NXPH1
ENSG00000122585 NPY
ENSG00000122641 INHBA
ENSG00000122679 RAMP3
ENSG00000122756 CNTFR
ENSG00000122852 SFTPA1
ENSG00000122861 PLAU
ENSG00000123146 ADGRE5
ENSG00000123384 LRP1
ENSG00000123496 IL13RA2
ENSG00000123612 ACVR1C
ENSG00000123838 C4BPA
ENSG00000123999 INHA
ENSG00000124089 MC3R
ENSG00000124107 SLPI
ENSG00000124145 SDC4
ENSG00000124205 EDN3
ENSG00000124334 IL9R
ENSG00000124391 IL17C
ENSG00000124469 CEACAM8
ENSG00000124479 NDP
ENSG00000124491 F13A1
ENSG00000124731 TREM1
ENSG00000124875 CXCL6
ENSG00000124882 EREG
ENSG00000125084 WNT1
ENSG00000125266 EFNB2
ENSG00000125363 AMELX
ENSG00000125378 BMP4
ENSG00000125498 KIR2DL1
ENSG00000125510 OPRL1
ENSG00000125522 NPBWR2
ENSG00000125538 IL1B
ENSG00000125650 PSPN
ENSG00000125657 TNFSF9
ENSG00000125726 CD70
ENSG00000125730 C3
ENSG00000125735 TNFSF14
ENSG00000125753 VASP
ENSG00000125787 GNRH2
ENSG00000125810 CD93
ENSG00000125845 BMP2
ENSG00000125861 GFRA4
ENSG00000125965 GDF5
ENSG00000125966 MMP24
ENSG00000126010 GRPR
ENSG00000126218 F10
ENSG00000126233 SLURP1
ENSG00000126243 LRFN3
ENSG00000126246 IGFLR1
ENSG00000126353 CCR7
ENSG00000126759 CFP
ENSG00000126861 OMG
ENSG00000126895 AVPR2
ENSG00000127022 CANX
ENSG00000127129 EDN2
ENSG00000127318 IL22
ENSG00000127329 PTPRB
ENSG00000127418 FGFRL1
ENSG00000127533 F2RL3
ENSG00000127743 IL17B
ENSG00000127863 TNFRSF19
ENSG00000128052 KDR
ENSG00000128165 ADM2
ENSG00000128285 MCHR1
ENSG00000128310 GALR3
ENSG00000128342 LIF
ENSG00000128567 PODXL
ENSG00000128594 LRRC4
ENSG00000128602 SMO
ENSG00000128917 DLL4
ENSG00000129048 ACKR4
ENSG00000129219 PLD2
ENSG00000129450 SIGLEC9
ENSG00000129673 AANAT
ENSG00000129682 FGF13
ENSG00000129744 ART1
ENSG00000130164 LDLR
ENSG00000130202 NECTIN2
ENSG00000130203 APOE
ENSG00000130283 GDF1
ENSG00000130303 BST2
ENSG00000130368 MAS1
ENSG00000130385 BMP15
ENSG00000130396 AFDN
ENSG00000130427 EPO
ENSG00000130513 GDF15
ENSG00000130635 COL5A1
ENSG00000130702 LAMA5
ENSG00000130827 PLXNA3
ENSG00000131015 ULBP2
ENSG00000131019 ULBP3
ENSG00000131042 LILRB2
ENSG00000131080 EDA2R
ENSG00000131096 PYY
ENSG00000131142 CCL25
ENSG00000131187 F12
ENSG00000131409 LRRC4B
ENSG00000131477 RAMP2
ENSG00000131650 KREMEN2
ENSG00000131724 IL13RA1
ENSG00000131808 FSHB
ENSG00000131981 LGALS3
ENSG00000132329 RAMP1
ENSG00000132386 SERPINF1
ENSG00000132464 ENAM
ENSG00000132470 ITGB4
ENSG00000132518 GUCY2D
ENSG00000132646 PCNA
ENSG00000132671 SSTR4
ENSG00000132693 CRP
ENSG00000132855 ANGPTL3
ENSG00000132911 NMUR2
ENSG00000133019 CHRM3
ENSG00000133067 LGR6
ENSG00000133105 RXFP2
ENSG00000133110 POSTN
ENSG00000133116 KL
ENSG00000133216 EPHB2
ENSG00000133636 NTS
ENSG00000133661 SFTPD
ENSG00000134061 CD180
ENSG00000134115 CNTN6
ENSG00000134121 CHL1
ENSG00000134200 TSHB
ENSG00000134243 SORT1
ENSG00000134245 WNT2B
ENSG00000134250 NOTCH2
ENSG00000134258 VTCN1
ENSG00000134259 NGF
ENSG00000134352 IL6ST
ENSG00000134443 GRP
ENSG00000134460 IL2RA
ENSG00000134470 IL15RA
ENSG00000134489 HRH4
ENSG00000134539 KLRD1
ENSG00000134545 KLRC1
ENSG00000134548 SPX
ENSG00000134569 LRP4
ENSG00000134640 MTNR1B
ENSG00000134755 DSC2
ENSG00000134757 DSG3
ENSG00000134760 DSG1
ENSG00000134762 DSC3
ENSG00000134765 DSC1
ENSG00000134817 APLNR
ENSG00000134827 TCN1
ENSG00000134830 C5AR2
ENSG00000134853 PDGFRA
ENSG00000134871 COL4A2
ENSG00000134962 KLB
ENSG00000135046 ANXA1
ENSG00000135077 HAVCR2
ENSG00000135218 CD36
ENSG00000135318 NT5E
ENSG00000135333 EPHA7
ENSG00000135346 CGA
ENSG00000135404 CD63
ENSG00000135409 AMHR2
ENSG00000135413 LACRT
ENSG00000135414 GDF11
ENSG00000135424 ITGA7
ENSG00000135503 ACVR1B
ENSG00000135577 NMBR
ENSG00000135636 DYSF
ENSG00000135744 AGT
ENSG00000135919 SERPINE2
ENSG00000135925 WNT10A
ENSG00000135960 EDAR
ENSG00000136026 CKAP4
ENSG00000136040 PLXNC1
ENSG00000136160 EDNRB
ENSG00000136244 IL6
ENSG00000136457 CHAD
ENSG00000136487 GH2
ENSG00000136488 CSH1
ENSG00000136634 IL10
ENSG00000136689 IL1RN
ENSG00000136694 IL36A
ENSG00000136695 IL36RN
ENSG00000136697 IL1F10
ENSG00000136698 CFC1
ENSG00000136859 ANGPTL2
ENSG00000136869 TLR4
ENSG00000136999 CCN3
ENSG00000137033 IL33
ENSG00000137070 IL11RA
ENSG00000137077 CCL21
ENSG00000137080 IFNA21
ENSG00000137101 CD72
ENSG00000137252 HCRTR2
ENSG00000137312 FLOT1
ENSG00000137462 TLR2
ENSG00000137642 SORL1
ENSG00000137673 MMP7
ENSG00000137745 MMP13
ENSG00000137801 THBS1
ENSG00000137809 ITGA11
ENSG00000137845 ADAM10
ENSG00000137868 STRA6
ENSG00000137872 SEMA6D
ENSG00000138039 LHCGR
ENSG00000138207 RBP4
ENSG00000138379 MSTN
ENSG00000138448 ITGAV
ENSG00000138449 SLC40A1
ENSG00000138623 SEMA7A
ENSG00000138675 FGF5
ENSG00000138684 IL21
ENSG00000138685 FGF2
ENSG00000138696 BMPR1B
ENSG00000138755 CXCL9
ENSG00000138798 EGF
ENSG00000139187 KLRG1
ENSG00000139193 CD27
ENSG00000139219 COL2A1
ENSG00000139292 LGR5
ENSG00000139549 DHH
ENSG00000139567 ACVRL1
ENSG00000139574 NPFF
ENSG00000139626 ITGB7
ENSG00000139636 LMBR1L
ENSG00000139874 SSTR1
ENSG00000140285 FGF7
ENSG00000140443 IGF1R
ENSG00000140538 NTRK3
ENSG00000140545 MFGE8
ENSG00000140678 ITGAX
ENSG00000141433 ADCYAP1
ENSG00000141505 ASGR1
ENSG00000141574 SECTM1
ENSG00000141655 TNFRSF11A
ENSG00000141736 ERBB2
ENSG00000141753 IGFBP4
ENSG00000142166 IFNAR1
ENSG00000142192 APP
ENSG00000142224 IL19
ENSG00000142512 SIGLEC10
ENSG00000142538 PTH2
ENSG00000142627 EPHA2
ENSG00000142677 IL22RA1
ENSG00000142798 HSPG2
ENSG00000142871 CCN1
ENSG00000142949 PTPRF
ENSG00000143119 CD53
ENSG00000143125 PROK1
ENSG00000143127 ITGA10
ENSG00000143184 XCL1
ENSG00000143185 XCL2
ENSG00000143217 NECTIN4
ENSG00000143369 ECM1
ENSG00000143375 CGN
ENSG00000143537 ADAM15
ENSG00000143546 S100A8
ENSG00000143590 EFNA3
ENSG00000143761 ARF1
ENSG00000143768 LEFTY2
ENSG00000143816 WNT9A
ENSG00000143839 REN
ENSG00000143869 GDF7
ENSG00000144227 NXPH2
ENSG00000144407 PTH2R
ENSG00000144476 ACKR3
ENSG00000144619 CNTN4
ENSG00000144648 ACKR2
ENSG00000144668 ITGA9
ENSG00000144724 PTPRG
ENSG00000144810 COL8A1
ENSG00000144847 IGSF11
ENSG00000144857 BOC
ENSG00000144891 AGTR1
ENSG00000145040 UCN2
ENSG00000145147 SLIT2
ENSG00000145192 AHSG
ENSG00000145242 EPHA5
ENSG00000145335 SNCA
ENSG00000145423 SFRP2
ENSG00000145431 PDGFC
ENSG00000145623 OSMR
ENSG00000145777 TSLP
ENSG00000145824 CXCL14
ENSG00000145839 IL9
ENSG00000145850 TIMD4
ENSG00000146013 GFRA3
ENSG00000146072 TNFRSF21
ENSG00000146374 RSPO3
ENSG00000146469 VIP
ENSG00000146648 EGFR
ENSG00000146904 EPHA1
ENSG00000146938 NLGN4X
ENSG00000147145 LPAR4
ENSG00000147168 IL2RG
ENSG00000147246 HTR2C
ENSG00000147257 GPC3
ENSG00000147437 GNRH1
ENSG00000147571 CRH
ENSG00000147655 RSPO2
ENSG00000147852 VLDLR
ENSG00000147873 IFNA5
ENSG00000147885 IFNA16
ENSG00000147896 IFNK
ENSG00000148053 NTRK2
ENSG00000148346 LCN2
ENSG00000148400 NOTCH1
ENSG00000148734 NPFFR1
ENSG00000148848 ADAM12
ENSG00000148926 ADM
ENSG00000148943 LIN7C
ENSG00000148948 LRRC4C
ENSG00000149021 SCGB1A1
ENSG00000149131 SERPING1
ENSG00000149177 PTPRJ
ENSG00000149294 NCAM1
ENSG00000149418 ST14
ENSG00000149735 GPHA2
ENSG00000150045 KLRF1
ENSG00000150093 ITGB1
ENSG00000150281 CTF1
ENSG00000150337 FCGR1A
ENSG00000150594 ADRA2A
ENSG00000150630 VEGFC
ENSG00000150637 CD226
ENSG00000150782 IL18
ENSG00000151617 EDNRA
ENSG00000151694 ADAM17
ENSG00000151882 CCL28
ENSG00000151892 GFRA1
ENSG00000152034 MCHR2
ENSG00000152093 CFC1B
ENSG00000152266 PTH
ENSG00000152591 DSPP
ENSG00000152595 MEPE
ENSG00000152785 BMP3
ENSG00000152822 GRM1
ENSG00000152894 PTPRK
ENSG00000153012 LGI2
ENSG00000153162 BMP6
ENSG00000153208 MERTK
ENSG00000153246 PLA2R1
ENSG00000153283 CD96
ENSG00000153563 CD8A
ENSG00000153707 PTPRD
ENSG00000153902 LGI4
ENSG00000153993 SEMA3D
ENSG00000154096 THY1
ENSG00000154133 ROBO4
ENSG00000154134 ROBO3
ENSG00000154188 ANGPT1
ENSG00000154342 WNT3A
ENSG00000154639 CXADR
ENSG00000154721 JAM2
ENSG00000154764 WNT7A
ENSG00000154856 APCDD1
ENSG00000154928 EPHB1
ENSG00000155011 DKK2
ENSG00000155380 SLC16A1
ENSG00000155760 FZD7
ENSG00000155918 RAET1L
ENSG00000156234 CXCL13
ENSG00000156395 SORCS3
ENSG00000156427 FGF18
ENSG00000156466 GDF6
ENSG00000156471 PTDSS1
ENSG00000156574 NODAL
ENSG00000156687 UNC5D
ENSG00000156886 ITGAD
ENSG00000157005 SST
ENSG00000157017 GHRL
ENSG00000157168 NRG1
ENSG00000157193 LRP8
ENSG00000157240 FZD1
ENSG00000157368 IL34
ENSG00000157404 KIT
ENSG00000157551 KCNJ15
ENSG00000157873 TNFRSF14
ENSG00000158315 RHBDL2
ENSG00000158458 NRG2
ENSG00000158473 CD1D
ENSG00000158477 CD1A
ENSG00000158485 CD1B
ENSG00000158769 F11R
ENSG00000158813 EDA
ENSG00000158815 FGF17
ENSG00000158955 WNT9B
ENSG00000159110 IFNAR2
ENSG00000159128 IFNGR2
ENSG00000159224 GIP
ENSG00000159346 ADIPOR1
ENSG00000159461 AMFR
ENSG00000159640 ACE
ENSG00000159674 SPON2
ENSG00000159723 AGRP
ENSG00000159763 PIP
ENSG00000159899 NPR2
ENSG00000159958 TNFRSF13C
ENSG00000160097 FNDC5
ENSG00000160111 CPAMD8
ENSG00000160180 TFF3
ENSG00000160181 TFF2
ENSG00000160223 ICOSLG
ENSG00000160255 ITGB2
ENSG00000160305 DIP2A
ENSG00000160339 FCN2
ENSG00000160349 LCN1
ENSG00000160404 TOR2A
ENSG00000160593 JAML
ENSG00000160683 CXCR5
ENSG00000160712 IL6R
ENSG00000160791 CCR5
ENSG00000160801 PTH1R
ENSG00000160862 AZGP1
ENSG00000160867 FGFR4
ENSG00000161055 SCGB3A1
ENSG00000161381 PLXDC1
ENSG00000161610 HCRT
ENSG00000161638 ITGA5
ENSG00000161681 SHANK1
ENSG00000161921 CXCL16
ENSG00000161944 ASGR2
ENSG00000161955 TNFSF13
ENSG00000162009 SSTR5
ENSG00000162068 NTN3
ENSG00000162078 ZG16B
ENSG00000162337 LRP5
ENSG00000162344 FGF19
ENSG00000162493 PDPN
ENSG00000162510 MATN1
ENSG00000162512 SDC3
ENSG00000162552 WNT4
ENSG00000162594 IL23R
ENSG00000162631 NTNG1
ENSG00000162692 VCAM1
ENSG00000162706 CADM3
ENSG00000162733 DDR2
ENSG00000162736 NCSTN
ENSG00000162739 SLAMF6
ENSG00000162891 IL20
ENSG00000162892 IL24
ENSG00000163083 INHBB
ENSG00000163217 BMP10
ENSG00000163220 S100A9
ENSG00000163235 TGFA
ENSG00000163251 FZD5
ENSG00000163273 NPPC
ENSG00000163377 TAFA4
ENSG00000163394 CCKAR
ENSG00000163421 PROK2
ENSG00000163430 FSTL1
ENSG00000163464 CXCR1
ENSG00000163485 ADORA1
ENSG00000163501 IHH
ENSG00000163513 TGFBR2
ENSG00000163599 CTLA4
ENSG00000163600 ICOS
ENSG00000163606 CD200R1
ENSG00000163631 ALB
ENSG00000163701 IL17RE
ENSG00000163702 IL17RC
ENSG00000163734 CXCL3
ENSG00000163735 CXCL5
ENSG00000163736 PPBP
ENSG00000163737 PF4
ENSG00000163739 CXCL1
ENSG00000163785 RYK
ENSG00000163794 UCN
ENSG00000163823 CCR1
ENSG00000163898 LIPH
ENSG00000163956 LRPAP1
ENSG00000163975 MELTF
ENSG00000164047 CAMP
ENSG00000164050 PLXNB1
ENSG00000164078 MST1R
ENSG00000164128 NPY1R
ENSG00000164129 NPY5R
ENSG00000164136 IL15
ENSG00000164161 HHIP
ENSG00000164171 ITGA2
ENSG00000164176 EDIL3
ENSG00000164220 F2RL2
ENSG00000164251 F2RL1
ENSG00000164265 SCGB3A2
ENSG00000164266 SPINK1
ENSG00000164399 IL3
ENSG00000164400 CSF2
ENSG00000164404 GDF9
ENSG00000164406 LEAP2
ENSG00000164485 IL22RA2
ENSG00000164509 IL31RA
ENSG00000164520 RAET1E
ENSG00000164690 SHH
ENSG00000164692 COL1A2
ENSG00000164742 ADCY1
ENSG00000164761 TNFRSF11B
ENSG00000164825 DEFB1
ENSG00000164930 FZD6
ENSG00000164932 CTHRC1
ENSG00000164953 TMEM67
